built_age,current_energy_efficiency,environment_impact_current,energy_consumption_current,co2_emissions_current,lighting_cost_current,heating_cost_current,hot_water_cost_current
Pre-30s,67.0,63.0,259.0,3.5,122.0,1469.0,231.0
Pre-30s,63.0,59.0,338.0,3.2,76.0,1034.0,166.0
Post-30s,62.0,52.0,272.0,8.1,215.0,2674.0,173.0
Pre-30s,55.0,47.0,372.0,5.8,117.0,1919.0,194.0
Post-30s,66.0,63.0,278.0,3.7,141.0,1173.0,184.0
Post-30s,72.0,66.0,203.0,7.3,220.0,2283.0,298.0
Post-30s,59.0,52.0,325.0,5.2,133.0,1675.0,207.0
Pre-30s,52.0,39.0,378.0,7.1,116.0,2039.0,179.0
Post-30s,65.0,65.0,279.0,2.8,82.0,999.0,174.0
Post-30s,71.0,69.0,207.0,4.0,205.0,1253.0,181.0
Post-30s,77.0,75.0,161.0,3.8,159.0,1162.0,219.0
Post-30s,69.0,70.0,243.0,2.5,96.0,844.0,174.0
Pre-30s,61.0,54.0,304.0,5.1,122.0,1661.0,182.0
Pre-30s,63.0,60.0,361.0,3.0,69.0,1003.0,147.0
Post-30s,63.0,56.0,255.0,5.0,167.0,1593.0,202.0
Pre-30s,8.0,23.0,649.0,12.0,135.0,6851.0,196.0
Pre-30s,72.0,68.0,204.0,3.3,110.0,927.0,190.0
Post-30s,66.0,57.0,234.0,8.5,202.0,2695.0,315.0
Pre-30s,62.0,56.0,318.0,4.1,100.0,1336.0,172.0
Pre-30s,67.0,65.0,266.0,2.9,101.0,1200.0,213.0
Post-30s,78.0,78.0,149.0,2.2,157.0,654.0,172.0
Pre-30s,64.0,58.0,286.0,4.3,113.0,1401.0,167.0
Pre-30s,70.0,68.0,261.0,2.7,95.0,840.0,184.0
Pre-30s,63.0,63.0,278.0,3.0,96.0,1069.0,153.0
Post-30s,73.0,71.0,207.0,3.1,113.0,951.0,191.0
Pre-30s,36.0,30.0,630.0,8.6,211.0,2675.0,372.0
Post-30s,67.0,64.0,266.0,3.2,114.0,1019.0,170.0
Post-30s,66.0,63.0,271.0,3.4,110.0,1067.0,205.0
Pre-30s,71.0,65.0,219.0,5.9,162.0,2014.0,164.0
Pre-30s,58.0,50.0,381.0,5.8,114.0,1961.0,150.0
Post-30s,64.0,60.0,285.0,5.2,177.0,1894.0,171.0
Pre-30s,67.0,64.0,261.0,2.7,84.0,874.0,164.0
Post-30s,66.0,70.0,231.0,2.7,105.0,1023.0,468.0
Post-30s,76.0,75.0,153.0,3.7,192.0,1204.0,225.0
Post-30s,86.0,83.0,135.0,2.0,111.0,954.0,190.0
Post-30s,64.0,60.0,311.0,3.3,84.0,1060.0,173.0
Post-30s,63.0,58.0,349.0,4.4,99.0,1459.0,172.0
Post-30s,72.0,66.0,193.0,6.0,183.0,1954.0,190.0
Pre-30s,63.0,57.0,334.0,4.6,106.0,1507.0,185.0
Post-30s,72.0,71.0,227.0,2.4,97.0,781.0,140.0
Pre-30s,59.0,52.0,303.0,4.6,140.0,1485.0,193.0
Post-30s,68.0,71.0,230.0,2.7,97.0,1061.0,469.0
Pre-30s,61.0,57.0,339.0,3.5,167.0,1110.0,161.0
Pre-30s,55.0,49.0,360.0,4.2,138.0,1365.0,158.0
Post-30s,75.0,76.0,191.0,1.8,84.0,567.0,159.0
Pre-30s,61.0,55.0,353.0,4.5,99.0,1508.0,146.0
Post-30s,62.0,55.0,359.0,5.3,113.0,1747.0,189.0
Post-30s,77.0,75.0,171.0,3.2,141.0,973.0,215.0
Post-30s,69.0,69.0,242.0,2.6,85.0,920.0,149.0
Post-30s,63.0,58.0,320.0,3.5,103.0,1155.0,143.0
Pre-30s,47.0,57.0,358.0,2.9,69.0,1529.0,141.0
Post-30s,35.0,29.0,652.0,7.8,114.0,2142.0,652.0
Post-30s,84.0,86.0,116.0,1.7,113.0,1025.0,492.0
Pre-30s,60.0,51.0,302.0,6.7,147.0,2243.0,171.0
Post-30s,67.0,63.0,261.0,3.7,109.0,1212.0,155.0
Pre-30s,51.0,44.0,450.0,4.8,96.0,1429.0,324.0
Post-30s,74.0,68.0,151.0,6.2,206.0,2001.0,256.0
Post-30s,68.0,68.0,251.0,2.6,84.0,903.0,176.0
Pre-30s,55.0,46.0,340.0,9.2,161.0,3182.0,203.0
Pre-30s,59.0,52.0,369.0,5.3,109.0,1747.0,187.0
Post-30s,61.0,60.0,316.0,3.4,85.0,1245.0,142.0
Pre-30s,59.0,56.0,313.0,3.4,88.0,1247.0,162.0
Post-30s,73.0,72.0,205.0,2.5,126.0,757.0,161.0
Post-30s,58.0,44.0,437.0,5.8,159.0,1540.0,615.0
Post-30s,69.0,66.0,248.0,2.9,90.0,960.0,153.0
Post-30s,71.0,67.0,191.0,3.7,156.0,1169.0,187.0
Post-30s,78.0,77.0,129.0,4.6,197.0,1586.0,225.0
Post-30s,60.0,53.0,338.0,5.3,117.0,1774.0,159.0
Post-30s,73.0,72.0,203.0,2.7,102.0,856.0,151.0
Pre-30s,46.0,42.0,406.0,6.9,125.0,2583.0,196.0
Pre-30s,58.0,47.0,310.0,12.0,200.0,4053.0,167.0
Post-30s,69.0,66.0,225.0,3.6,196.0,1066.0,208.0
Post-30s,62.0,56.0,322.0,3.8,103.0,1117.0,304.0
Pre-30s,70.0,66.0,224.0,3.9,196.0,1182.0,198.0
Post-30s,58.0,50.0,358.0,5.9,121.0,1941.0,201.0
Post-30s,53.0,43.0,372.0,9.0,154.0,2920.0,280.0
Post-30s,71.0,65.0,234.0,6.3,163.0,2072.0,164.0
Post-30s,68.0,68.0,256.0,3.0,107.0,1059.0,175.0
Pre-30s,49.0,40.0,410.0,7.3,128.0,2443.0,198.0
Pre-30s,68.0,65.0,247.0,3.5,107.0,1097.0,187.0
Pre-30s,61.0,54.0,347.0,5.2,113.0,1710.0,190.0
Pre-30s,61.0,54.0,345.0,5.2,131.0,1677.0,190.0
Post-30s,76.0,74.0,177.0,3.3,140.0,996.0,215.0
Post-30s,63.0,57.0,313.0,3.8,96.0,1226.0,188.0
Post-30s,71.0,64.0,186.0,7.9,208.0,2591.0,265.0
Post-30s,42.0,35.0,478.0,6.3,101.0,1972.0,302.0
Pre-30s,68.0,55.0,194.0,9.0,207.0,2670.0,192.0
Post-30s,64.0,59.0,283.0,4.0,133.0,1266.0,174.0
Post-30s,48.0,40.0,402.0,8.4,142.0,2853.0,157.0
Pre-30s,62.0,55.0,305.0,4.7,131.0,1494.0,186.0
Pre-30s,86.0,88.0,129.0,0.9,56.0,469.0,137.0
Post-30s,73.0,73.0,222.0,2.4,88.0,788.0,140.0
Post-30s,91.0,90.0,96.0,1.1,95.0,716.0,142.0
Pre-30s,19.0,31.0,630.0,7.2,146.0,3718.0,166.0
Post-30s,60.0,58.0,281.0,4.0,115.0,1491.0,194.0
Post-30s,75.0,74.0,195.0,2.7,107.0,871.0,140.0
Post-30s,57.0,48.0,342.0,6.5,134.0,2159.0,186.0
Pre-30s,55.0,47.0,406.0,7.2,153.0,2387.0,198.0
Post-30s,70.0,67.0,234.0,3.3,118.0,980.0,228.0
Post-30s,62.0,57.0,317.0,4.6,171.0,1437.0,195.0
Pre-30s,64.0,57.0,272.0,5.0,131.0,1637.0,178.0
Post-30s,70.0,68.0,233.0,2.9,98.0,928.0,161.0
Post-30s,79.0,79.0,141.0,2.2,126.0,668.0,174.0
Post-30s,65.0,60.0,291.0,3.6,108.0,1121.0,218.0
Post-30s,69.0,67.0,290.0,3.0,83.0,974.0,164.0
Pre-30s,55.0,46.0,358.0,7.5,140.0,2578.0,190.0
Pre-30s,56.0,49.0,379.0,4.7,97.0,1550.0,184.0
Post-30s,70.0,69.0,246.0,2.6,84.0,805.0,176.0
Post-30s,68.0,67.0,243.0,3.8,118.0,1346.0,194.0
Post-30s,70.0,73.0,208.0,2.8,107.0,990.0,575.0
Post-30s,62.0,61.0,332.0,3.4,83.0,1278.0,129.0
Post-30s,73.0,75.0,198.0,2.0,89.0,702.0,151.0
Pre-30s,57.0,54.0,351.0,3.9,93.0,1439.0,163.0
Pre-30s,56.0,50.0,400.0,4.2,84.0,1434.0,129.0
Pre-30s,60.0,54.0,342.0,5.3,113.0,1785.0,190.0
Pre-30s,59.0,51.0,353.0,6.9,166.0,2267.0,201.0
Post-30s,68.0,66.0,256.0,2.9,91.0,941.0,165.0
Pre-30s,51.0,41.0,385.0,11.0,167.0,3513.0,318.0
Post-30s,78.0,78.0,167.0,2.2,108.0,641.0,183.0
Pre-30s,19.0,22.0,704.0,13.0,261.0,3857.0,1615.0
Post-30s,67.0,67.0,243.0,3.0,117.0,1054.0,168.0
Pre-30s,66.0,61.0,261.0,4.2,120.0,1342.0,208.0
Pre-30s,61.0,55.0,291.0,4.8,168.0,1590.0,174.0
Post-30s,64.0,60.0,309.0,3.2,84.0,1015.0,200.0
Pre-30s,57.0,51.0,356.0,3.7,62.0,649.0,86.0
Post-30s,65.0,59.0,254.0,5.4,212.0,1676.0,234.0
Pre-30s,83.0,84.0,127.0,1.9,116.0,778.0,450.0
Pre-30s,62.0,60.0,405.0,2.7,56.0,843.0,191.0
Pre-30s,66.0,59.0,260.0,4.7,139.0,1518.0,192.0
Post-30s,77.0,73.0,148.0,5.2,194.0,1628.0,215.0
Post-30s,70.0,63.0,200.0,7.1,189.0,2340.0,173.0
Post-30s,63.0,61.0,330.0,4.0,96.0,1463.0,177.0
Post-30s,73.0,69.0,181.0,4.7,196.0,2000.0,219.0
Pre-30s,75.0,78.0,144.0,2.7,147.0,1042.0,513.0
Post-30s,59.0,53.0,357.0,4.5,162.0,1503.0,166.0
Post-30s,60.0,63.0,205.0,7.7,234.0,3714.0,551.0
Pre-30s,57.0,48.0,323.0,7.3,190.0,2353.0,217.0
Post-30s,60.0,58.0,345.0,3.6,116.0,1321.0,153.0
Post-30s,55.0,49.0,439.0,5.1,89.0,1744.0,168.0
Post-30s,62.0,57.0,316.0,3.9,122.0,1283.0,157.0
Post-30s,57.0,48.0,348.0,7.4,190.0,2434.0,202.0
Post-30s,57.0,50.0,368.0,4.6,98.0,1527.0,165.0
Post-30s,67.0,65.0,229.0,4.0,126.0,1376.0,212.0
Post-30s,59.0,53.0,312.0,3.9,110.0,1321.0,136.0
Pre-30s,62.0,53.0,287.0,8.8,173.0,3002.0,206.0
Pre-30s,43.0,36.0,542.0,7.6,124.0,2486.0,236.0
Pre-30s,61.0,58.0,355.0,2.7,71.0,877.0,152.0
Post-30s,75.0,69.0,192.0,7.3,197.0,2405.0,186.0
Pre-30s,62.0,55.0,334.0,5.3,118.0,1730.0,193.0
Pre-30s,66.0,62.0,271.0,3.7,143.0,1166.0,167.0
Pre-30s,36.0,29.0,541.0,9.4,126.0,2181.0,1197.0
Post-30s,71.0,67.0,227.0,3.8,132.0,1087.0,318.0
Pre-30s,56.0,43.0,311.0,10.0,169.0,3009.0,219.0
Post-30s,62.0,56.0,320.0,4.7,178.0,1490.0,184.0
Pre-30s,61.0,58.0,419.0,3.3,98.0,1075.0,153.0
Pre-30s,73.0,68.0,252.0,2.3,75.0,1005.0,153.0
Pre-30s,61.0,55.0,359.0,4.5,111.0,1474.0,184.0
Post-30s,69.0,66.0,285.0,3.7,101.0,1209.0,163.0
Pre-30s,55.0,38.0,317.0,10.9,168.0,3096.0,205.0
Pre-30s,53.0,46.0,437.0,5.8,102.0,1926.0,182.0
Post-30s,74.0,74.0,203.0,2.2,97.0,663.0,166.0
Post-30s,76.0,74.0,180.0,3.4,140.0,1021.0,214.0
Pre-30s,57.0,52.0,285.0,12.0,220.0,4650.0,269.0
Pre-30s,67.0,65.0,293.0,2.7,75.0,900.0,140.0
Post-30s,51.0,40.0,315.0,11.0,184.0,3840.0,208.0
Pre-30s,60.0,55.0,343.0,3.5,82.0,1168.0,150.0
Pre-30s,56.0,43.0,364.0,8.6,142.0,2608.0,189.0
Pre-30s,57.0,51.0,424.0,4.5,84.0,1492.0,164.0
Pre-30s,17.0,14.0,552.0,35.0,348.0,13871.0,871.0
Pre-30s,68.0,61.0,257.0,3.3,101.0,886.0,469.0
Post-30s,69.0,72.0,223.0,2.7,108.0,1001.0,488.0
Pre-30s,64.0,58.0,319.0,4.6,109.0,1501.0,178.0
Post-30s,71.0,69.0,196.0,2.8,138.0,875.0,147.0
Pre-30s,49.0,41.0,425.0,6.7,118.0,2248.0,182.0
Post-30s,50.0,47.0,411.0,4.7,119.0,946.0,84.0
Post-30s,69.0,66.0,249.0,3.0,73.0,516.0,83.0
Post-30s,70.0,70.0,221.0,3.2,72.0,635.0,93.0
Post-30s,76.0,74.0,172.0,2.9,82.0,468.0,82.0
Post-30s,67.0,61.0,256.0,4.3,77.0,702.0,95.0
Pre-30s,54.0,47.0,382.0,5.3,117.0,866.0,92.0
Pre-30s,39.0,33.0,362.0,9.9,123.0,1365.0,145.0
Post-30s,65.0,59.0,287.0,4.7,141.0,2015.0,230.0
Pre-30s,70.0,68.0,236.0,2.8,123.0,1105.0,250.0
Post-30s,74.0,80.0,152.0,2.4,142.0,1237.0,189.0
Post-30s,72.0,67.0,196.0,5.0,185.0,1988.0,280.0
Post-30s,69.0,66.0,212.0,4.3,175.0,1935.0,273.0
Post-30s,78.0,78.0,155.0,2.8,162.0,1026.0,256.0
Post-30s,65.0,59.0,292.0,4.8,142.0,2051.0,230.0
Pre-30s,44.0,49.0,369.0,7.5,167.0,4338.0,618.0
Pre-30s,59.0,57.0,358.0,5.2,140.0,2545.0,262.0
Pre-30s,52.0,41.0,343.0,13.0,93.0,2386.0,114.0
Post-30s,64.0,65.0,305.0,3.3,61.0,696.0,62.0
Pre-30s,47.0,39.0,426.0,7.8,62.0,1478.0,106.0
Post-30s,70.0,67.0,229.0,3.2,84.0,468.0,122.0
Post-30s,55.0,48.0,380.0,4.8,63.0,739.0,116.0
Post-30s,70.0,70.0,202.0,3.0,80.0,503.0,103.0
Pre-30s,35.0,31.0,493.0,9.6,117.0,1331.0,295.0
Pre-30s,45.0,39.0,443.0,6.7,83.0,1063.0,103.0
Post-30s,39.0,42.0,503.0,4.8,49.0,663.0,330.0
Pre-30s,48.0,42.0,374.0,7.9,115.0,1137.0,172.0
Pre-30s,52.0,51.0,323.0,5.6,86.0,929.0,118.0
Pre-30s,65.0,64.0,291.0,2.8,51.0,465.0,93.0
Pre-30s,60.0,53.0,339.0,4.1,60.0,646.0,96.0
Pre-30s,47.0,41.0,530.0,4.6,37.0,730.0,81.0
Post-30s,67.0,62.0,255.0,3.8,85.0,545.0,107.0
Pre-30s,49.0,43.0,459.0,5.0,65.0,568.0,280.0
Pre-30s,50.0,44.0,519.0,4.0,42.0,630.0,85.0
Post-30s,36.0,45.0,451.0,4.7,51.0,594.0,427.0
Pre-30s,44.0,38.0,497.0,6.0,45.0,844.0,105.0
Pre-30s,51.0,46.0,409.0,5.0,69.0,699.0,91.0
Post-30s,66.0,63.0,277.0,3.2,91.0,565.0,80.0
Post-30s,76.0,74.0,123.0,4.5,132.0,781.0,129.0
Post-30s,49.0,44.0,314.0,7.1,124.0,1044.0,297.0
Pre-30s,54.0,45.0,335.0,9.2,122.0,1742.0,117.0
Pre-30s,86.0,109.0,-64.0,-1.1,102.0,319.0,194.0
Pre-30s,48.0,45.0,361.0,4.8,75.0,814.0,98.0
Pre-30s,53.0,48.0,468.0,3.5,41.0,668.0,94.0
Post-30s,64.0,63.0,233.0,3.2,82.0,517.0,105.0
Pre-30s,55.0,50.0,297.0,4.9,65.0,792.0,117.0
Pre-30s,52.0,50.0,287.0,5.7,98.0,1003.0,89.0
Pre-30s,56.0,53.0,319.0,3.6,54.0,622.0,82.0
Post-30s,56.0,51.0,292.0,4.8,69.0,643.0,250.0
Post-30s,64.0,58.0,254.0,5.8,139.0,942.0,206.0
Pre-30s,70.0,65.0,253.0,3.1,60.0,492.0,120.0
Pre-30s,56.0,49.0,333.0,5.6,80.0,868.0,113.0
Pre-30s,39.0,39.0,455.0,6.7,82.0,1133.0,124.0
Pre-30s,35.0,31.0,407.0,23.0,344.0,3206.0,349.0
Pre-30s,28.0,33.0,702.0,5.1,42.0,822.0,258.0
Pre-30s,36.0,34.0,577.0,6.0,33.0,1047.0,92.0
Pre-30s,45.0,42.0,325.0,13.0,235.0,1972.0,232.0
Pre-30s,56.0,48.0,355.0,6.0,59.0,1134.0,108.0
Pre-30s,53.0,46.0,372.0,5.6,84.0,883.0,106.0
Post-30s,72.0,68.0,219.0,3.2,60.0,484.0,102.0
Pre-30s,36.0,31.0,432.0,15.0,179.0,2100.0,289.0
Pre-30s,61.0,55.0,359.0,4.6,54.0,810.0,94.0
Post-30s,57.0,57.0,314.0,3.2,55.0,552.0,82.0
Post-30s,70.0,66.0,181.0,7.0,198.0,951.0,160.0
Post-30s,60.0,55.0,289.0,5.2,104.0,684.0,114.0
Pre-30s,32.0,28.0,402.0,14.0,86.0,2331.0,324.0
Pre-30s,55.0,49.0,368.0,4.8,42.0,633.0,80.0
Pre-30s,58.0,52.0,369.0,3.9,59.0,535.0,101.0
Pre-30s,52.0,44.0,416.0,5.5,60.0,983.0,97.0
Pre-30s,65.0,64.0,261.0,3.3,68.0,442.0,82.0
Pre-30s,59.0,54.0,280.0,6.6,136.0,1303.0,116.0
Pre-30s,65.0,64.0,345.0,2.3,36.0,342.0,64.0
Post-30s,47.0,41.0,451.0,5.8,58.0,686.0,129.0
Pre-30s,63.0,59.0,233.0,4.3,61.0,710.0,99.0
Pre-30s,39.0,42.0,382.0,5.9,78.0,794.0,429.0
Post-30s,73.0,55.0,265.0,5.2,67.0,544.0,139.0
Pre-30s,52.0,44.0,422.0,7.1,118.0,1313.0,104.0
Post-30s,43.0,42.0,429.0,5.7,67.0,952.0,118.0
Post-30s,59.0,56.0,278.0,3.7,51.0,628.0,77.0
Pre-30s,55.0,50.0,270.0,6.4,113.0,1027.0,89.0
Pre-30s,54.0,47.0,396.0,4.7,48.0,783.0,110.0
Pre-30s,45.0,39.0,461.0,6.3,65.0,974.0,184.0
Pre-30s,13.0,37.0,711.0,4.6,30.0,1032.0,262.0
Post-30s,64.0,58.0,317.0,3.4,69.0,540.0,114.0
Pre-30s,9.0,33.0,711.0,5.5,31.0,1213.0,325.0
Pre-30s,61.0,57.0,379.0,2.9,30.0,548.0,83.0
Pre-30s,60.0,53.0,348.0,4.0,54.0,673.0,102.0
Pre-30s,25.0,24.0,756.0,8.6,73.0,1117.0,244.0
Pre-30s,49.0,42.0,404.0,6.2,66.0,1031.0,108.0
Pre-30s,55.0,49.0,289.0,9.4,183.0,1451.0,154.0
Pre-30s,70.0,67.0,246.0,2.7,62.0,451.0,101.0
Post-30s,66.0,60.0,337.0,2.8,45.0,447.0,124.0
Pre-30s,53.0,46.0,338.0,6.9,93.0,1111.0,129.0
Post-30s,71.0,65.0,170.0,6.9,212.0,896.0,184.0
Pre-30s,50.0,43.0,442.0,5.0,42.0,854.0,96.0
Pre-30s,57.0,54.0,391.0,3.3,27.0,581.0,102.0
Post-30s,64.0,58.0,305.0,3.6,66.0,567.0,125.0
Pre-30s,55.0,49.0,372.0,4.7,75.0,770.0,111.0
Post-30s,83.0,81.0,136.0,1.6,53.0,272.0,96.0
Pre-30s,37.0,32.0,551.0,7.1,59.0,1165.0,132.0
Post-30s,73.0,70.0,204.0,3.1,58.0,501.0,107.0
Post-30s,74.0,72.0,224.0,2.2,70.0,354.0,108.0
Post-30s,67.0,62.0,259.0,3.7,83.0,532.0,137.0
Pre-30s,63.0,57.0,342.0,3.3,60.0,517.0,100.0
Pre-30s,52.0,45.0,353.0,6.8,95.0,994.0,176.0
Pre-30s,39.0,34.0,558.0,6.4,48.0,892.0,236.0
Post-30s,74.0,70.0,179.0,3.8,85.0,421.0,263.0
Pre-30s,66.0,59.0,275.0,3.4,64.0,484.0,101.0
Pre-30s,68.0,67.0,281.0,2.4,45.0,429.0,86.0
Post-30s,78.0,76.0,111.0,50.0,1973.0,6965.0,216.0
Pre-30s,76.0,73.0,247.0,1.7,34.0,306.0,72.0
Post-30s,70.0,66.0,259.0,2.8,54.0,433.0,116.0
Post-30s,76.0,73.0,200.0,2.2,52.0,360.0,88.0
Pre-30s,57.0,51.0,321.0,5.5,78.0,847.0,118.0
Pre-30s,65.0,62.0,313.0,2.8,55.0,467.0,78.0
Post-30s,64.0,59.0,286.0,3.7,79.0,550.0,127.0
Pre-30s,39.0,39.0,403.0,11.0,146.0,1843.0,190.0
Pre-30s,54.0,47.0,384.0,5.0,55.0,808.0,96.0
Pre-30s,53.0,47.0,382.0,5.1,76.0,788.0,120.0
Post-30s,34.0,54.0,204.0,9.1,218.0,1624.0,500.0
Post-30s,30.0,46.0,451.0,4.7,66.0,1091.0,95.0
Pre-30s,61.0,59.0,313.0,3.8,50.0,679.0,100.0
Pre-30s,49.0,46.0,385.0,5.4,72.0,878.0,102.0
Pre-30s,51.0,45.0,443.0,4.6,60.0,737.0,93.0
Post-30s,74.0,70.0,210.0,2.8,55.0,422.0,120.0
Post-30s,80.0,78.0,173.0,1.7,39.0,280.0,89.0
Post-30s,68.0,63.0,253.0,3.5,74.0,523.0,118.0
Pre-30s,54.0,52.0,343.0,4.4,54.0,780.0,96.0
Pre-30s,47.0,41.0,477.0,5.3,45.0,834.0,122.0
Pre-30s,65.0,60.0,301.0,3.2,68.0,502.0,106.0
Post-30s,53.0,46.0,384.0,5.4,55.0,851.0,118.0
Pre-30s,47.0,43.0,444.0,5.1,72.0,802.0,119.0
Post-30s,65.0,59.0,286.0,3.7,69.0,553.0,123.0
Pre-30s,53.0,47.0,409.0,4.7,66.0,734.0,110.0
Post-30s,71.0,68.0,226.0,3.0,66.0,445.0,114.0
Post-30s,48.0,53.0,327.0,4.7,73.0,566.0,410.0
Pre-30s,51.0,45.0,435.0,4.8,52.0,733.0,114.0
Pre-30s,52.0,47.0,322.0,7.8,153.0,1073.0,200.0
Pre-30s,46.0,39.0,427.0,6.4,74.0,839.0,189.0
Pre-30s,44.0,38.0,466.0,6.4,69.0,1013.0,83.0
Pre-30s,47.0,41.0,391.0,7.6,95.0,1146.0,136.0
Pre-30s,65.0,60.0,263.0,4.3,87.0,643.0,109.0
Pre-30s,44.0,66.0,236.0,2.6,56.0,534.0,155.0
Pre-30s,48.0,42.0,398.0,6.7,66.0,1013.0,129.0
Pre-30s,50.0,44.0,371.0,6.7,106.0,984.0,123.0
Post-30s,60.0,54.0,321.0,4.4,84.0,646.0,120.0
Pre-30s,47.0,41.0,495.0,5.0,46.0,796.0,88.0
Pre-30s,60.0,54.0,308.0,4.6,93.0,695.0,104.0
Pre-30s,50.0,44.0,470.0,4.4,54.0,686.0,96.0
Pre-30s,52.0,46.0,297.0,12.0,189.0,1871.0,167.0
Post-30s,73.0,70.0,255.0,2.1,45.0,344.0,81.0
Post-30s,67.0,61.0,288.0,3.4,36.0,443.0,186.0
Pre-30s,34.0,29.0,631.0,7.5,45.0,1156.0,99.0
Post-30s,71.0,70.0,241.0,2.4,35.0,417.0,90.0
Pre-30s,67.0,63.0,282.0,3.1,64.0,487.0,86.0
Pre-30s,74.0,70.0,220.0,2.5,57.0,395.0,88.0
Pre-30s,40.0,34.0,547.0,6.3,60.0,971.0,116.0
Post-30s,83.0,81.0,149.0,1.4,41.0,226.0,92.0
Post-30s,70.0,66.0,237.0,3.2,81.0,482.0,100.0
Post-30s,68.0,63.0,260.0,3.4,51.0,536.0,101.0
Pre-30s,18.0,14.0,1014.0,8.6,44.0,1373.0,81.0
Post-30s,80.0,78.0,144.0,2.3,66.0,325.0,119.0
Pre-30s,39.0,33.0,510.0,7.6,85.0,1073.0,200.0
Pre-30s,48.0,42.0,339.0,11.0,190.0,1549.0,150.0
Post-30s,59.0,54.0,265.0,7.4,155.0,1040.0,167.0
Pre-30s,61.0,55.0,342.0,3.7,54.0,565.0,112.0
Pre-30s,53.0,48.0,394.0,4.4,65.0,684.0,106.0
Pre-30s,54.0,48.0,387.0,4.8,62.0,742.0,102.0
Post-30s,52.0,44.0,323.0,8.1,143.0,1046.0,217.0
Pre-30s,41.0,36.0,465.0,7.4,94.0,1114.0,128.0
Post-30s,65.0,59.0,274.0,4.1,67.0,624.0,100.0
Post-30s,66.0,61.0,271.0,3.6,66.0,524.0,126.0
Pre-30s,54.0,47.0,391.0,4.4,62.0,636.0,103.0
Post-30s,58.0,51.0,371.0,4.1,53.0,640.0,99.0
Pre-30s,60.0,53.0,380.0,3.5,35.0,547.0,103.0
Pre-30s,67.0,62.0,285.0,3.2,58.0,489.0,100.0
Pre-30s,51.0,44.0,393.0,5.8,76.0,897.0,100.0
Pre-30s,49.0,43.0,425.0,5.5,75.0,840.0,115.0
Pre-30s,51.0,44.0,474.0,4.4,38.0,713.0,81.0
Post-30s,63.0,56.0,318.0,3.7,39.0,515.0,172.0
Pre-30s,56.0,49.0,387.0,4.3,52.0,680.0,107.0
Post-30s,69.0,65.0,196.0,5.7,148.0,745.0,187.0
Pre-30s,38.0,33.0,648.0,5.5,43.0,738.0,210.0
Pre-30s,70.0,66.0,211.0,4.1,106.0,573.0,131.0
Pre-30s,67.0,62.0,279.0,3.3,41.0,557.0,72.0
Pre-30s,47.0,50.0,420.0,3.9,47.0,524.0,267.0
Pre-30s,52.0,45.0,553.0,3.6,26.0,572.0,85.0
Post-30s,51.0,45.0,345.0,7.2,130.0,924.0,230.0
Post-30s,81.0,81.0,119.0,2.4,82.0,346.0,111.0
Post-30s,80.0,80.0,125.0,2.5,92.0,360.0,111.0
Post-30s,59.0,52.0,319.0,4.9,84.0,729.0,99.0
Post-30s,60.0,54.0,373.0,3.5,44.0,454.0,180.0
,73.0,70.0,202.0,3.1,60.0,465.0,99.0
,68.0,64.0,275.0,2.9,59.0,422.0,115.0
,60.0,54.0,323.0,4.3,79.0,625.0,112.0
Pre-30s,70.0,66.0,229.0,3.4,78.0,497.0,96.0
Post-30s,65.0,64.0,248.0,3.6,71.0,549.0,128.0
Post-30s,73.0,70.0,194.0,3.5,100.0,439.0,154.0
Post-30s,51.0,45.0,376.0,6.1,74.0,927.0,94.0
Pre-30s,42.0,36.0,530.0,5.8,60.0,855.0,123.0
Pre-30s,43.0,37.0,487.0,6.3,77.0,857.0,185.0
Post-30s,83.0,81.0,195.0,1.2,16.0,188.0,52.0
Post-30s,66.0,76.0,212.0,1.8,42.0,151.0,231.0
Post-30s,61.0,73.0,252.0,1.9,38.0,200.0,223.0
Pre-30s,62.0,56.0,336.0,3.5,57.0,526.0,99.0
Post-30s,50.0,43.0,443.0,5.2,38.0,738.0,156.0
Pre-30s,48.0,43.0,333.0,11.0,184.0,1495.0,175.0
Pre-30s,47.0,41.0,461.0,5.4,70.0,811.0,103.0
Post-30s,60.0,54.0,351.0,3.7,57.0,572.0,86.0
Pre-30s,69.0,64.0,249.0,3.3,56.0,420.0,77.0
Post-30s,66.0,66.0,256.0,2.8,67.0,491.0,66.0
Pre-30s,8.0,33.0,462.0,14.0,204.0,2784.0,622.0
Post-30s,77.0,78.0,204.0,1.5,49.0,264.0,71.0
Pre-30s,66.0,56.0,267.0,3.6,63.0,395.0,134.0
Post-30s,63.0,56.0,325.0,3.7,64.0,511.0,86.0
Post-30s,73.0,70.0,216.0,2.6,59.0,367.0,82.0
Post-30s,68.0,62.0,256.0,3.8,50.0,462.0,162.0
Pre-30s,54.0,48.0,409.0,4.2,58.0,607.0,79.0
Pre-30s,42.0,36.0,521.0,6.1,33.0,868.0,101.0
Pre-30s,63.0,57.0,425.0,2.7,34.0,403.0,71.0
Post-30s,66.0,61.0,267.0,3.7,73.0,508.0,91.0
Pre-30s,58.0,51.0,337.0,4.7,67.0,658.0,97.0
Post-30s,69.0,65.0,249.0,3.2,68.0,433.0,92.0
Post-30s,56.0,50.0,273.0,9.7,181.0,1177.0,230.0
Post-30s,68.0,63.0,255.0,3.6,54.0,483.0,118.0
